symbol,trading_days,data_path
EDHL,11,market_data\yahoo\1m\EDHL
EDIT,11,market_data\yahoo\1m\EDIT
EDN,11,market_data\yahoo\1m\EDN
EDTK,11,market_data\yahoo\1m\EDTK
EDU,11,market_data\yahoo\1m\EDU
EDUC,11,market_data\yahoo\1m\EDUC
EDV,11,market_data\yahoo\1m\EDV
EE,11,market_data\yahoo\1m\EE
EEA,11,market_data\yahoo\1m\EEA
EEFT,11,market_data\yahoo\1m\EEFT
EEIQ,11,market_data\yahoo\1m\EEIQ
EEM,11,market_data\yahoo\1m\EEM
EEMA,11,market_data\yahoo\1m\EEMA
EEX,11,market_data\yahoo\1m\EEX
EFC,11,market_data\yahoo\1m\EFC
EFIV,11,market_data\yahoo\1m\EFIV
EFOI,11,market_data\yahoo\1m\EFOI
EFR,11,market_data\yahoo\1m\EFR
EFSC,11,market_data\yahoo\1m\EFSC
EFSI,11,market_data\yahoo\1m\EFSI
EFT,11,market_data\yahoo\1m\EFT
EFTY,11,market_data\yahoo\1m\EFTY
EFX,11,market_data\yahoo\1m\EFX
EFXT,11,market_data\yahoo\1m\EFXT
EFZ,11,market_data\yahoo\1m\EFZ
EG,11,market_data\yahoo\1m\EG
EGAN,11,market_data\yahoo\1m\EGAN
EGBN,11,market_data\yahoo\1m\EGBN
EGG,11,market_data\yahoo\1m\EGG
EGHT,11,market_data\yahoo\1m\EGHT
EGO,11,market_data\yahoo\1m\EGO
EGP,11,market_data\yahoo\1m\EGP
EGY,11,market_data\yahoo\1m\EGY
EH,11,market_data\yahoo\1m\EH
EHAB,11,market_data\yahoo\1m\EHAB
EHC,11,market_data\yahoo\1m\EHC
EHGO,11,market_data\yahoo\1m\EHGO
EHI,11,market_data\yahoo\1m\EHI
EHLD,11,market_data\yahoo\1m\EHLD
EHTH,11,market_data\yahoo\1m\EHTH
EIC,11,market_data\yahoo\1m\EIC
EIG,11,market_data\yahoo\1m\EIG
EIM,11,market_data\yahoo\1m\EIM
EINC,11,market_data\yahoo\1m\EINC
EIS,11,market_data\yahoo\1m\EIS
EIX,11,market_data\yahoo\1m\EIX
EJH,11,market_data\yahoo\1m\EJH
EJPRY,11,market_data\yahoo\1m\EJPRY
EKSO,11,market_data\yahoo\1m\EKSO
EL,11,market_data\yahoo\1m\EL
ELA,11,market_data\yahoo\1m\ELA
ELAB,11,market_data\yahoo\1m\ELAB
ELAN,11,market_data\yahoo\1m\ELAN
ELBM,11,market_data\yahoo\1m\ELBM
ELD,11,market_data\yahoo\1m\ELD
ELDN,11,market_data\yahoo\1m\ELDN
ELF,11,market_data\yahoo\1m\ELF
ELLO,11,market_data\yahoo\1m\ELLO
ELMD,11,market_data\yahoo\1m\ELMD
ELME,11,market_data\yahoo\1m\ELME
ELP,11,market_data\yahoo\1m\ELP
ELPW,11,market_data\yahoo\1m\ELPW
ELRRF,11,market_data\yahoo\1m\ELRRF
ELS,11,market_data\yahoo\1m\ELS
ELTK,11,market_data\yahoo\1m\ELTK
ELTP,11,market_data\yahoo\1m\ELTP
ELTX,11,market_data\yahoo\1m\ELTX
ELUT,11,market_data\yahoo\1m\ELUT
ELV,11,market_data\yahoo\1m\ELV
ELVA,11,market_data\yahoo\1m\ELVA
ELVN,11,market_data\yahoo\1m\ELVN
ELWS,11,market_data\yahoo\1m\ELWS
EM,11,market_data\yahoo\1m\EM
EMA,11,market_data\yahoo\1m\EMA
EMB,11,market_data\yahoo\1m\EMB
EMBC,11,market_data\yahoo\1m\EMBC
EMD,11,market_data\yahoo\1m\EMD
EME,11,market_data\yahoo\1m\EME
EMF,11,market_data\yahoo\1m\EMF
EML,11,market_data\yahoo\1m\EML
EMLC,11,market_data\yahoo\1m\EMLC
EMN,11,market_data\yahoo\1m\EMN
EMO,11,market_data\yahoo\1m\EMO
EMPD,11,market_data\yahoo\1m\EMPD
EMQQ,11,market_data\yahoo\1m\EMQQ
EMR,11,market_data\yahoo\1m\EMR
EMX,11,market_data\yahoo\1m\EMX
ENB,11,market_data\yahoo\1m\ENB
ENFY,11,market_data\yahoo\1m\ENFY
ENGIY,11,market_data\yahoo\1m\ENGIY
ENGN,11,market_data\yahoo\1m\ENGN
ENGS,11,market_data\yahoo\1m\ENGS
ENIC,11,market_data\yahoo\1m\ENIC
ENLAY,11,market_data\yahoo\1m\ENLAY
ENLT,11,market_data\yahoo\1m\ENLT
ENLV,11,market_data\yahoo\1m\ENLV
ENOV,11,market_data\yahoo\1m\ENOV
ENPH,11,market_data\yahoo\1m\ENPH
ENR,11,market_data\yahoo\1m\ENR
ENS,11,market_data\yahoo\1m\ENS
ENSC,11,market_data\yahoo\1m\ENSC
ENSG,11,market_data\yahoo\1m\ENSG
ENTA,11,market_data\yahoo\1m\ENTA
ENTG,11,market_data\yahoo\1m\ENTG
ENTO,11,market_data\yahoo\1m\ENTO
ENTX,11,market_data\yahoo\1m\ENTX
ENVA,11,market_data\yahoo\1m\ENVA
ENVB,11,market_data\yahoo\1m\ENVB
ENVX,11,market_data\yahoo\1m\ENVX
ENX,11,market_data\yahoo\1m\ENX
ENZL,11,market_data\yahoo\1m\ENZL
EOD,11,market_data\yahoo\1m\EOD
EOG,11,market_data\yahoo\1m\EOG
EOI,11,market_data\yahoo\1m\EOI
EOLS,11,market_data\yahoo\1m\EOLS
EONGY,11,market_data\yahoo\1m\EONGY
EONR,11,market_data\yahoo\1m\EONR
EOS,11,market_data\yahoo\1m\EOS
EOSE,11,market_data\yahoo\1m\EOSE
EOT,11,market_data\yahoo\1m\EOT
EP,11,market_data\yahoo\1m\EP
EPAC,11,market_data\yahoo\1m\EPAC
EPAM,11,market_data\yahoo\1m\EPAM
EPC,11,market_data\yahoo\1m\EPC
EPD,11,market_data\yahoo\1m\EPD
EPI,11,market_data\yahoo\1m\EPI
EPIX,11,market_data\yahoo\1m\EPIX
EPM,11,market_data\yahoo\1m\EPM
EPR,11,market_data\yahoo\1m\EPR
EPRT,11,market_data\yahoo\1m\EPRT
EPRX,11,market_data\yahoo\1m\EPRX
EPSM,11,market_data\yahoo\1m\EPSM
EPSN,11,market_data\yahoo\1m\EPSN
EPWK,11,market_data\yahoo\1m\EPWK
EQ,11,market_data\yahoo\1m\EQ
EQBK,11,market_data\yahoo\1m\EQBK
EQH,11,market_data\yahoo\1m\EQH
EQIX,11,market_data\yahoo\1m\EQIX
EQNR,11,market_data\yahoo\1m\EQNR
EQR,11,market_data\yahoo\1m\EQR
EQS,11,market_data\yahoo\1m\EQS
EQT,11,market_data\yahoo\1m\EQT
EQTY,11,market_data\yahoo\1m\EQTY
EQX,11,market_data\yahoo\1m\EQX
ERAS,11,market_data\yahoo\1m\ERAS
ERC,11,market_data\yahoo\1m\ERC
ERDCF,11,market_data\yahoo\1m\ERDCF
ERH,11,market_data\yahoo\1m\ERH
ERIC,11,market_data\yahoo\1m\ERIC
ERIE,11,market_data\yahoo\1m\ERIE
ERII,11,market_data\yahoo\1m\ERII
ERJ,11,market_data\yahoo\1m\ERJ
ERNA,11,market_data\yahoo\1m\ERNA
ERO,11,market_data\yahoo\1m\ERO
ERX,11,market_data\yahoo\1m\ERX
ERY,11,market_data\yahoo\1m\ERY
ES,11,market_data\yahoo\1m\ES
ESAB,11,market_data\yahoo\1m\ESAB
ESBA,11,market_data\yahoo\1m\ESBA
ESE,11,market_data\yahoo\1m\ESE
ESEA,11,market_data\yahoo\1m\ESEA
ESGV,11,market_data\yahoo\1m\ESGV
ESI,11,market_data\yahoo\1m\ESI
ESLA,11,market_data\yahoo\1m\ESLA
ESLOY,11,market_data\yahoo\1m\ESLOY
ESLT,11,market_data\yahoo\1m\ESLT
ESNT,11,market_data\yahoo\1m\ESNT
ESOA,11,market_data\yahoo\1m\ESOA
ESP,11,market_data\yahoo\1m\ESP
ESPO,11,market_data\yahoo\1m\ESPO
ESPR,11,market_data\yahoo\1m\ESPR
ESQ,11,market_data\yahoo\1m\ESQ
ESRT,11,market_data\yahoo\1m\ESRT
ESS,11,market_data\yahoo\1m\ESS
ESTA,11,market_data\yahoo\1m\ESTA
ESTC,11,market_data\yahoo\1m\ESTC
ESVIF,11,market_data\yahoo\1m\ESVIF
ET,11,market_data\yahoo\1m\ET
ETB,11,market_data\yahoo\1m\ETB
ETD,11,market_data\yahoo\1m\ETD
ETG,11,market_data\yahoo\1m\ETG
ETH,11,market_data\yahoo\1m\ETH
ETHA,11,market_data\yahoo\1m\ETHA
ETHE,11,market_data\yahoo\1m\ETHE
ETJ,11,market_data\yahoo\1m\ETJ
ETN,11,market_data\yahoo\1m\ETN
ETNB,11,market_data\yahoo\1m\ETNB
ETO,11,market_data\yahoo\1m\ETO
ETON,11,market_data\yahoo\1m\ETON
ETOR,11,market_data\yahoo\1m\ETOR
ETR,11,market_data\yahoo\1m\ETR
ETST,11,market_data\yahoo\1m\ETST
ETSY,11,market_data\yahoo\1m\ETSY
ETV,11,market_data\yahoo\1m\ETV
ETW,11,market_data\yahoo\1m\ETW
ETX,11,market_data\yahoo\1m\ETX
ETY,11,market_data\yahoo\1m\ETY
EU,11,market_data\yahoo\1m\EU
EUAD,11,market_data\yahoo\1m\EUAD
EUDA,11,market_data\yahoo\1m\EUDA
EVAV,11,market_data\yahoo\1m\EVAV
EVAX,11,market_data\yahoo\1m\EVAX
EVC,11,market_data\yahoo\1m\EVC
EVCM,11,market_data\yahoo\1m\EVCM
EVER,11,market_data\yahoo\1m\EVER
EVEX,11,market_data\yahoo\1m\EVEX
EVF,11,market_data\yahoo\1m\EVF
EVFM,11,market_data\yahoo\1m\EVFM
EVG,11,market_data\yahoo\1m\EVG
EVGN,11,market_data\yahoo\1m\EVGN
EVGO,11,market_data\yahoo\1m\EVGO
EVH,11,market_data\yahoo\1m\EVH
EVI,11,market_data\yahoo\1m\EVI
EVLV,11,market_data\yahoo\1m\EVLV
EVM,11,market_data\yahoo\1m\EVM
EVN,11,market_data\yahoo\1m\EVN
EVO,11,market_data\yahoo\1m\EVO
EVOK,11,market_data\yahoo\1m\EVOK
EVR,11,market_data\yahoo\1m\EVR
EVRG,11,market_data\yahoo\1m\EVRG
EVT,11,market_data\yahoo\1m\EVT
EVTC,11,market_data\yahoo\1m\EVTC
EVTL,11,market_data\yahoo\1m\EVTL
EVTV,11,market_data\yahoo\1m\EVTV
EVV,11,market_data\yahoo\1m\EVV
EVX,11,market_data\yahoo\1m\EVX
EW,11,market_data\yahoo\1m\EW
EWA,11,market_data\yahoo\1m\EWA
EWBC,11,market_data\yahoo\1m\EWBC
EWC,11,market_data\yahoo\1m\EWC
EWCZ,11,market_data\yahoo\1m\EWCZ
EWD,11,market_data\yahoo\1m\EWD
EWG,11,market_data\yahoo\1m\EWG
EWH,11,market_data\yahoo\1m\EWH
EWI,11,market_data\yahoo\1m\EWI
EWJ,11,market_data\yahoo\1m\EWJ
EWN,11,market_data\yahoo\1m\EWN
EWQ,11,market_data\yahoo\1m\EWQ
EWT,11,market_data\yahoo\1m\EWT
EWTX,11,market_data\yahoo\1m\EWTX
EWU,11,market_data\yahoo\1m\EWU
EWW,11,market_data\yahoo\1m\EWW
EWY,11,market_data\yahoo\1m\EWY
EWZ,11,market_data\yahoo\1m\EWZ
EWZS,11,market_data\yahoo\1m\EWZS
EXAS,11,market_data\yahoo\1m\EXAS
EXC,11,market_data\yahoo\1m\EXC
EXE,11,market_data\yahoo\1m\EXE
EXEL,11,market_data\yahoo\1m\EXEL
EXFY,11,market_data\yahoo\1m\EXFY
EXG,11,market_data\yahoo\1m\EXG
EXK,11,market_data\yahoo\1m\EXK
EXLS,11,market_data\yahoo\1m\EXLS
EXOD,11,market_data\yahoo\1m\EXOD
EXP,11,market_data\yahoo\1m\EXP
EXPD,11,market_data\yahoo\1m\EXPD
EXPE,11,market_data\yahoo\1m\EXPE
EXPGY,11,market_data\yahoo\1m\EXPGY
EXPI,11,market_data\yahoo\1m\EXPI
EXPO,11,market_data\yahoo\1m\EXPO
EXR,11,market_data\yahoo\1m\EXR
EXTR,11,market_data\yahoo\1m\EXTR
EYE,11,market_data\yahoo\1m\EYE
EYPT,11,market_data\yahoo\1m\EYPT
EZA,11,market_data\yahoo\1m\EZA
EZGO,11,market_data\yahoo\1m\EZGO
EZPW,11,market_data\yahoo\1m\EZPW
EZU,11,market_data\yahoo\1m\EZU
F,11,market_data\yahoo\1m\F
FA,11,market_data\yahoo\1m\FA
FAAS,11,market_data\yahoo\1m\FAAS
FAF,11,market_data\yahoo\1m\FAF
FAMI,11,market_data\yahoo\1m\FAMI
FAN,11,market_data\yahoo\1m\FAN
FANG,11,market_data\yahoo\1m\FANG
FANUY,11,market_data\yahoo\1m\FANUY
FARM,11,market_data\yahoo\1m\FARM
FAS,11,market_data\yahoo\1m\FAS
FAST,11,market_data\yahoo\1m\FAST
FAT,11,market_data\yahoo\1m\FAT
FATBP,11,market_data\yahoo\1m\FATBP
FATE,11,market_data\yahoo\1m\FATE
FATN,11,market_data\yahoo\1m\FATN
FAX,11,market_data\yahoo\1m\FAX
FAZ,11,market_data\yahoo\1m\FAZ
FB,11,market_data\yahoo\1m\FB
FBAK,11,market_data\yahoo\1m\FBAK
FBGL,11,market_data\yahoo\1m\FBGL
FBIN,11,market_data\yahoo\1m\FBIN
FBIO,11,market_data\yahoo\1m\FBIO
FBIZ,11,market_data\yahoo\1m\FBIZ
FBK,11,market_data\yahoo\1m\FBK
FBLA,11,market_data\yahoo\1m\FBLA
FBLG,11,market_data\yahoo\1m\FBLG
FBNC,11,market_data\yahoo\1m\FBNC
FBP,11,market_data\yahoo\1m\FBP
FBRT,11,market_data\yahoo\1m\FBRT
FBRX,11,market_data\yahoo\1m\FBRX
FBT,11,market_data\yahoo\1m\FBT
FBTC,11,market_data\yahoo\1m\FBTC
FC,11,market_data\yahoo\1m\FC
FCA,11,market_data\yahoo\1m\FCA
FCBC,11,market_data\yahoo\1m\FCBC
FCCO,11,market_data\yahoo\1m\FCCO
FCEL,11,market_data\yahoo\1m\FCEL
FCF,11,market_data\yahoo\1m\FCF
FCFS,11,market_data\yahoo\1m\FCFS
FCG,11,market_data\yahoo\1m\FCG
FCN,11,market_data\yahoo\1m\FCN
FCNCA,11,market_data\yahoo\1m\FCNCA
FCO,11,market_data\yahoo\1m\FCO
FCOM,11,market_data\yahoo\1m\FCOM
FCPT,11,market_data\yahoo\1m\FCPT
FCT,11,market_data\yahoo\1m\FCT
FCTE,11,market_data\yahoo\1m\FCTE
FCUV,11,market_data\yahoo\1m\FCUV
FCX,11,market_data\yahoo\1m\FCX
FDBC,11,market_data\yahoo\1m\FDBC
FDFF,11,market_data\yahoo\1m\FDFF
FDIG,11,market_data\yahoo\1m\FDIG
FDIS,11,market_data\yahoo\1m\FDIS
FDM,11,market_data\yahoo\1m\FDM
FDMT,11,market_data\yahoo\1m\FDMT
FDN,11,market_data\yahoo\1m\FDN
FDND,11,market_data\yahoo\1m\FDND
FDNI,11,market_data\yahoo\1m\FDNI
FDP,11,market_data\yahoo\1m\FDP
FDRV,11,market_data\yahoo\1m\FDRV
FDS,11,market_data\yahoo\1m\FDS
FDSB,11,market_data\yahoo\1m\FDSB
FDUS,11,market_data\yahoo\1m\FDUS
FDX,11,market_data\yahoo\1m\FDX
FE,11,market_data\yahoo\1m\FE
FEAM,11,market_data\yahoo\1m\FEAM
FEBO,11,market_data\yahoo\1m\FEBO
FEIM,11,market_data\yahoo\1m\FEIM
FELE,11,market_data\yahoo\1m\FELE
FEMY,11,market_data\yahoo\1m\FEMY
FENC,11,market_data\yahoo\1m\FENC
FENG,11,market_data\yahoo\1m\FENG
FEPI,11,market_data\yahoo\1m\FEPI
FER,11,market_data\yahoo\1m\FER
FERG,11,market_data\yahoo\1m\FERG
FET,11,market_data\yahoo\1m\FET
FETH,11,market_data\yahoo\1m\FETH
FEZ,11,market_data\yahoo\1m\FEZ
FF,11,market_data\yahoo\1m\FF
FFA,11,market_data\yahoo\1m\FFA
FFAI,11,market_data\yahoo\1m\FFAI
FFBC,11,market_data\yahoo\1m\FFBC
FFC,11,market_data\yahoo\1m\FFC
FFIC,11,market_data\yahoo\1m\FFIC
FFIN,11,market_data\yahoo\1m\FFIN
FFIV,11,market_data\yahoo\1m\FFIV
FFMGF,11,market_data\yahoo\1m\FFMGF
FFWM,11,market_data\yahoo\1m\FFWM
FG,11,market_data\yahoo\1m\FG
FGBI,11,market_data\yahoo\1m\FGBI
FGEN,11,market_data\yahoo\1m\FGEN
FGI,11,market_data\yahoo\1m\FGI
FGL,11,market_data\yahoo\1m\FGL
FHB,11,market_data\yahoo\1m\FHB
FHI,11,market_data\yahoo\1m\FHI
FHLC,11,market_data\yahoo\1m\FHLC
FHN,11,market_data\yahoo\1m\FHN
FHTX,11,market_data\yahoo\1m\FHTX
FI,11,market_data\yahoo\1m\FI
FIBK,11,market_data\yahoo\1m\FIBK
FICO,11,market_data\yahoo\1m\FICO
FIEE,11,market_data\yahoo\1m\FIEE
FIG,11,market_data\yahoo\1m\FIG
FIGS,11,market_data\yahoo\1m\FIGS
FIHL,11,market_data\yahoo\1m\FIHL
FILL,11,market_data\yahoo\1m\FILL
FINMY,11,market_data\yahoo\1m\FINMY
FINS,11,market_data\yahoo\1m\FINS
FINV,11,market_data\yahoo\1m\FINV
FINW,11,market_data\yahoo\1m\FINW
FINX,11,market_data\yahoo\1m\FINX
FIP,11,market_data\yahoo\1m\FIP
FIS,11,market_data\yahoo\1m\FIS
FISI,11,market_data\yahoo\1m\FISI
FITB,11,market_data\yahoo\1m\FITB
FITBI,11,market_data\yahoo\1m\FITBI
FITE,11,market_data\yahoo\1m\FITE
FIVE,11,market_data\yahoo\1m\FIVE
FIVN,11,market_data\yahoo\1m\FIVN
FIVY,11,market_data\yahoo\1m\FIVY
FIX,11,market_data\yahoo\1m\FIX
FIZZ,11,market_data\yahoo\1m\FIZZ
FJTSY,11,market_data\yahoo\1m\FJTSY
FKWL,11,market_data\yahoo\1m\FKWL
FL,11,market_data\yahoo\1m\FL
FLC,11,market_data\yahoo\1m\FLC
FLCA,11,market_data\yahoo\1m\FLCA
FLCH,11,market_data\yahoo\1m\FLCH
FLD,11,market_data\yahoo\1m\FLD
FLEX,11,market_data\yahoo\1m\FLEX
FLG,11,market_data\yahoo\1m\FLG
FLGB,11,market_data\yahoo\1m\FLGB
FLGC,11,market_data\yahoo\1m\FLGC
FLGT,11,market_data\yahoo\1m\FLGT
FLKR,11,market_data\yahoo\1m\FLKR
FLL,11,market_data\yahoo\1m\FLL
FLMX,11,market_data\yahoo\1m\FLMX
FLNC,11,market_data\yahoo\1m\FLNC
FLNG,11,market_data\yahoo\1m\FLNG
FLNT,11,market_data\yahoo\1m\FLNT
FLO,11,market_data\yahoo\1m\FLO
FLOC,11,market_data\yahoo\1m\FLOC
FLR,11,market_data\yahoo\1m\FLR
FLS,11,market_data\yahoo\1m\FLS
FLUT,11,market_data\yahoo\1m\FLUT
FLUX,11,market_data\yahoo\1m\FLUX
FLWS,11,market_data\yahoo\1m\FLWS
FLX,11,market_data\yahoo\1m\FLX
FLXN,11,market_data\yahoo\1m\FLXN
FLXS,11,market_data\yahoo\1m\FLXS
FLY,11,market_data\yahoo\1m\FLY
FLYE,11,market_data\yahoo\1m\FLYE
FLYW,11,market_data\yahoo\1m\FLYW
FLYX,11,market_data\yahoo\1m\FLYX
FLYY,11,market_data\yahoo\1m\FLYY
FMAO,11,market_data\yahoo\1m\FMAO
FMBH,11,market_data\yahoo\1m\FMBH
FMC,11,market_data\yahoo\1m\FMC
FMCC,11,market_data\yahoo\1m\FMCC
FMFC,11,market_data\yahoo\1m\FMFC
FMKT,11,market_data\yahoo\1m\FMKT
FMN,11,market_data\yahoo\1m\FMN
FMNB,11,market_data\yahoo\1m\FMNB
FMQQ,11,market_data\yahoo\1m\FMQQ
FMS,11,market_data\yahoo\1m\FMS
FMST,11,market_data\yahoo\1m\FMST
FMX,11,market_data\yahoo\1m\FMX
FMY,11,market_data\yahoo\1m\FMY
FN,11,market_data\yahoo\1m\FN
FNB,11,market_data\yahoo\1m\FNB
FND,11,market_data\yahoo\1m\FND
FNDA,11,market_data\yahoo\1m\FNDA
FNF,11,market_data\yahoo\1m\FNF
FNGD,11,market_data\yahoo\1m\FNGD
FNGR,11,market_data\yahoo\1m\FNGR
FNGS,11,market_data\yahoo\1m\FNGS
FNGU,11,market_data\yahoo\1m\FNGU
FNKO,11,market_data\yahoo\1m\FNKO
FNLC,11,market_data\yahoo\1m\FNLC
FNMA,11,market_data\yahoo\1m\FNMA
FNV,11,market_data\yahoo\1m\FNV
FNWB,11,market_data\yahoo\1m\FNWB
FNWD,11,market_data\yahoo\1m\FNWD
FOA,11,market_data\yahoo\1m\FOA
FOF,11,market_data\yahoo\1m\FOF
FOLD,11,market_data\yahoo\1m\FOLD
FONR,11,market_data\yahoo\1m\FONR
FOR,11,market_data\yahoo\1m\FOR
FORA,11,market_data\yahoo\1m\FORA
FORD,11,market_data\yahoo\1m\FORD
FORM,11,market_data\yahoo\1m\FORM
FORR,11,market_data\yahoo\1m\FORR
FOSL,11,market_data\yahoo\1m\FOSL
FOSLL,11,market_data\yahoo\1m\FOSLL
FOUR,11,market_data\yahoo\1m\FOUR
FOWF,11,market_data\yahoo\1m\FOWF
FOX,11,market_data\yahoo\1m\FOX
FOXA,11,market_data\yahoo\1m\FOXA
FOXF,11,market_data\yahoo\1m\FOXF
FOXX,11,market_data\yahoo\1m\FOXX
FPAY,11,market_data\yahoo\1m\FPAY
FPF,11,market_data\yahoo\1m\FPF
FPH,11,market_data\yahoo\1m\FPH
FPI,11,market_data\yahoo\1m\FPI
FPX,11,market_data\yahoo\1m\FPX
FQVLF,11,market_data\yahoo\1m\FQVLF
FR,11,market_data\yahoo\1m\FR
FRA,11,market_data\yahoo\1m\FRA
FRAF,11,market_data\yahoo\1m\FRAF
FRBA,11,market_data\yahoo\1m\FRBA
FRCOY,11,market_data\yahoo\1m\FRCOY
FRD,11,market_data\yahoo\1m\FRD
FRFHF,11,market_data\yahoo\1m\FRFHF
FRGE,11,market_data\yahoo\1m\FRGE
FRGT,11,market_data\yahoo\1m\FRGT
FRHC,11,market_data\yahoo\1m\FRHC
FRHLF,11,market_data\yahoo\1m\FRHLF
FRME,11,market_data\yahoo\1m\FRME
FRMO,11,market_data\yahoo\1m\FRMO
FRO,11,market_data\yahoo\1m\FRO
FROG,11,market_data\yahoo\1m\FROG
FRPH,11,market_data\yahoo\1m\FRPH
FRPT,11,market_data\yahoo\1m\FRPT
FRSH,11,market_data\yahoo\1m\FRSH
FRST,11,market_data\yahoo\1m\FRST
FRSX,11,market_data\yahoo\1m\FRSX
FRT,11,market_data\yahoo\1m\FRT
FSBC,11,market_data\yahoo\1m\FSBC
FSCO,11,market_data\yahoo\1m\FSCO
FSCS,11,market_data\yahoo\1m\FSCS
FSEA,11,market_data\yahoo\1m\FSEA
FSFG,11,market_data\yahoo\1m\FSFG
FSI,11,market_data\yahoo\1m\FSI
FSK,11,market_data\yahoo\1m\FSK
FSLR,11,market_data\yahoo\1m\FSLR
FSLY,11,market_data\yahoo\1m\FSLY
FSM,11,market_data\yahoo\1m\FSM
FSP,11,market_data\yahoo\1m\FSP
FSS,11,market_data\yahoo\1m\FSS
FSTA,11,market_data\yahoo\1m\FSTA
FSTR,11,market_data\yahoo\1m\FSTR
FSUGY,11,market_data\yahoo\1m\FSUGY
FSUN,11,market_data\yahoo\1m\FSUN
FSV,11,market_data\yahoo\1m\FSV
FT,11,market_data\yahoo\1m\FT
FTAI,11,market_data\yahoo\1m\FTAI
FTAIN,11,market_data\yahoo\1m\FTAIN
FTCE,11,market_data\yahoo\1m\FTCE
FTCI,11,market_data\yahoo\1m\FTCI
FTDR,11,market_data\yahoo\1m\FTDR
FTEC,11,market_data\yahoo\1m\FTEC
FTEK,11,market_data\yahoo\1m\FTEK
FTEL,11,market_data\yahoo\1m\FTEL
FTF,11,market_data\yahoo\1m\FTF
FTFT,11,market_data\yahoo\1m\FTFT
FTHM,11,market_data\yahoo\1m\FTHM
FTHY,11,market_data\yahoo\1m\FTHY
FTI,11,market_data\yahoo\1m\FTI
FTK,11,market_data\yahoo\1m\FTK
FTLF,11,market_data\yahoo\1m\FTLF
FTNT,11,market_data\yahoo\1m\FTNT
FTRE,11,market_data\yahoo\1m\FTRE
FTRK,11,market_data\yahoo\1m\FTRK
FTS,11,market_data\yahoo\1m\FTS
FTV,11,market_data\yahoo\1m\FTV
FTXG,11,market_data\yahoo\1m\FTXG
FTXH,11,market_data\yahoo\1m\FTXH
FTXL,11,market_data\yahoo\1m\FTXL
FTXN,11,market_data\yahoo\1m\FTXN
FUBO,11,market_data\yahoo\1m\FUBO
FUFU,11,market_data\yahoo\1m\FUFU
FUJHY,11,market_data\yahoo\1m\FUJHY
FUJIY,11,market_data\yahoo\1m\FUJIY
FUL,11,market_data\yahoo\1m\FUL
FULC,11,market_data\yahoo\1m\FULC
FULT,11,market_data\yahoo\1m\FULT
FUN,11,market_data\yahoo\1m\FUN
FUNC,11,market_data\yahoo\1m\FUNC
FUND,11,market_data\yahoo\1m\FUND
FURY,11,market_data\yahoo\1m\FURY
FUTU,11,market_data\yahoo\1m\FUTU
FVCB,11,market_data\yahoo\1m\FVCB
FVR,11,market_data\yahoo\1m\FVR
FVRR,11,market_data\yahoo\1m\FVRR
FWONA,11,market_data\yahoo\1m\FWONA
FWONK,11,market_data\yahoo\1m\FWONK
FWRD,11,market_data\yahoo\1m\FWRD
FWRG,11,market_data\yahoo\1m\FWRG
FXA,11,market_data\yahoo\1m\FXA
FXB,11,market_data\yahoo\1m\FXB
FXC,11,market_data\yahoo\1m\FXC
FXD,11,market_data\yahoo\1m\FXD
FXE,11,market_data\yahoo\1m\FXE
FXG,11,market_data\yahoo\1m\FXG
FXI,11,market_data\yahoo\1m\FXI
FXN,11,market_data\yahoo\1m\FXN
FXNC,11,market_data\yahoo\1m\FXNC
FXR,11,market_data\yahoo\1m\FXR
FXZ,11,market_data\yahoo\1m\FXZ
FYBR,11,market_data\yahoo\1m\FYBR
FYT,11,market_data\yahoo\1m\FYT
G,11,market_data\yahoo\1m\G
GAB,11,market_data\yahoo\1m\GAB
GABC,11,market_data\yahoo\1m\GABC
GABF,11,market_data\yahoo\1m\GABF
GAIA,11,market_data\yahoo\1m\GAIA
GAIN,11,market_data\yahoo\1m\GAIN
GAINL,11,market_data\yahoo\1m\GAINL
GALDY,11,market_data\yahoo\1m\GALDY
GALT,11,market_data\yahoo\1m\GALT
GAM,11,market_data\yahoo\1m\GAM
GAMB,11,market_data\yahoo\1m\GAMB
GAME,11,market_data\yahoo\1m\GAME
GAMR,11,market_data\yahoo\1m\GAMR
GANX,11,market_data\yahoo\1m\GANX
GAP,11,market_data\yahoo\1m\GAP
GASS,11,market_data\yahoo\1m\GASS
GATX,11,market_data\yahoo\1m\GATX
GAU,11,market_data\yahoo\1m\GAU
GAUZ,11,market_data\yahoo\1m\GAUZ
GBAB,11,market_data\yahoo\1m\GBAB
GBCI,11,market_data\yahoo\1m\GBCI
GBDC,11,market_data\yahoo\1m\GBDC
GBFH,11,market_data\yahoo\1m\GBFH
GBIO,11,market_data\yahoo\1m\GBIO
GBLI,11,market_data\yahoo\1m\GBLI
GBOOY,11,market_data\yahoo\1m\GBOOY
GBR,11,market_data\yahoo\1m\GBR
GBTC,11,market_data\yahoo\1m\GBTC
GBTG,11,market_data\yahoo\1m\GBTG
GBX,11,market_data\yahoo\1m\GBX
GCAD,11,market_data\yahoo\1m\GCAD
GCBC,11,market_data\yahoo\1m\GCBC
GCI,11,market_data\yahoo\1m\GCI
GCL,11,market_data\yahoo\1m\GCL
GCMG,11,market_data\yahoo\1m\GCMG
GCO,11,market_data\yahoo\1m\GCO
GCT,11,market_data\yahoo\1m\GCT
